,Tool,Delta auROC value
1682,ExplaiNN,-0.049000000000000044
1683,Dimont,-0.07699999999999996
1684,ChIPMunk,-0.43799999999999994
1685,ProBound,-0.14200000000000002
1686,MEME,-0.07399999999999995
1687,Autoseed,-0.43300000000000005
1688,Homer,-0.04400000000000004
1689,STREME,-0.05700000000000005
1690,DimontHTS,-0.18999999999999995
1691,ExplaiNN,-0.11199999999999999
1692,Dimont,-0.07299999999999995
1693,ChIPMunk,-0.21699999999999997
1694,ProBound,-0.14400000000000002
1695,MEME,-0.495
1696,Autoseed,-0.258
1697,Homer,-0.129
1698,STREME,-0.21199999999999997
1699,DimontHTS,-0.07199999999999995
1700,ExplaiNN,-0.19899999999999995
1701,Dimont,-0.16700000000000004
1702,ChIPMunk,-0.06099999999999994
1703,ProBound,-0.122
1704,MEME,-0.503
1705,Autoseed,-0.06299999999999994
1706,Homer,-0.07099999999999995
1707,STREME,-0.14600000000000002
1708,DimontHTS,-0.06299999999999994
1709,ExplaiNN,-0.21199999999999997
1710,Dimont,-0.17500000000000004
1711,ChIPMunk,-0.04700000000000004
1712,ProBound,-0.128
1713,MEME,-0.21099999999999997
1714,Autoseed,-0.04500000000000004
1715,Homer,-0.19799999999999995
1716,STREME,-0.20699999999999996
1717,DimontHTS,-0.241
1718,ExplaiNN,-0.18200000000000005
1719,Dimont,-0.14500000000000002
1720,ChIPMunk,-0.06399999999999995
1721,ProBound,-0.43699999999999994
1722,MEME,-0.29500000000000004
1723,Autoseed,-0.125
1724,Homer,-0.131
1725,STREME,-0.22299999999999998
1726,DimontHTS,-0.09199999999999997
1727,ExplaiNN,-0.19999999999999996
1728,Dimont,-0.15600000000000003
1729,ChIPMunk,-0.052000000000000046
1730,ProBound,-0.22899999999999998
1731,MEME,-0.28600000000000003
1732,Autoseed,-0.08399999999999996
1733,Homer,-0.124
1734,STREME,-0.22899999999999998
1735,DimontHTS,-0.08199999999999996
1736,ExplaiNN,-0.43599999999999994
1737,Dimont,-0.44299999999999995
1738,ChIPMunk,-0.21299999999999997
1739,ProBound,-0.14900000000000002
1740,MEME,-0.11599999999999999
1741,Autoseed,-0.29500000000000004
1742,Homer,-0.118
1743,STREME,-0.11299999999999999
1744,DimontHTS,-0.18400000000000005
1745,ExplaiNN,-0.19999999999999996
1746,Dimont,-0.17800000000000005
1747,ChIPMunk,-0.30900000000000005
1748,ProBound,-0.125
1749,MEME,-0.118
1750,Autoseed,-0.09399999999999997
1751,Homer,-0.11299999999999999
1752,STREME,-0.11299999999999999
1753,DimontHTS,-0.18300000000000005
1754,ExplaiNN,-0.07999999999999996
1755,Dimont,-0.049000000000000044
1756,ChIPMunk,-0.29500000000000004
1757,ProBound,-0.248
1758,MEME,-0.11699999999999999
1759,Autoseed,-0.09099999999999997
1760,Homer,-0.10899999999999999
1761,STREME,-0.10999999999999999
1762,DimontHTS,-0.17000000000000004
1763,ExplaiNN,-0.06399999999999995
1764,Dimont,-0.041000000000000036
1765,ChIPMunk,-0.12
1766,ProBound,-0.06000000000000005
1767,MEME,-0.121
1768,Autoseed,-0.124
1769,Homer,-0.11299999999999999
1770,STREME,-0.11099999999999999
1771,DimontHTS,-0.16400000000000003
1772,ExplaiNN,-0.19999999999999996
1773,Dimont,-0.06499999999999995
1774,ChIPMunk,-0.121
1775,ProBound,-0.05900000000000005
1776,MEME,-0.121
1777,Autoseed,-0.122
1778,Homer,-0.14900000000000002
1779,STREME,-0.16600000000000004
1780,DimontHTS,-0.14400000000000002
1781,ExplaiNN,-0.17200000000000004
1782,Dimont,-0.04300000000000004
1783,ChIPMunk,-0.121
1784,ProBound,-0.118
1785,MEME,-0.10499999999999998
1786,Autoseed,-0.124
1787,Homer,-0.14200000000000002
1788,STREME,-0.14800000000000002
1789,DimontHTS,-0.125
1790,ExplaiNN,-0.362
1791,Dimont,-0.21299999999999997
1792,ChIPMunk,-0.123
1793,ProBound,-0.11399999999999999
1794,MEME,-0.12
1795,Autoseed,-0.121
1796,Homer,-0.131
1797,STREME,-0.134
1798,DimontHTS,-0.09499999999999997
1799,ExplaiNN,-0.14900000000000002
1800,Dimont,-0.06699999999999995
1801,ChIPMunk,-0.11099999999999999
1802,ProBound,-0.10799999999999998
1803,MEME,-0.11399999999999999
1804,Autoseed,-0.14500000000000002
1805,Homer,-0.125
1806,STREME,-0.129
1807,DimontHTS,-0.08599999999999997
1808,ExplaiNN,-0.14200000000000002
1809,Dimont,-0.06699999999999995
1810,ChIPMunk,-0.09199999999999997
1811,ProBound,-0.11099999999999999
1812,MEME,-0.248
1813,Autoseed,-0.126
1814,Homer,-0.29800000000000004
1815,STREME,-0.28600000000000003
1816,DimontHTS,-0.27
1817,ExplaiNN,-0.16900000000000004
1818,Dimont,-0.124
1819,ChIPMunk,-0.14900000000000002
1820,ProBound,-0.135
1821,MEME,-0.30100000000000005
1822,Autoseed,-0.10799999999999998
1823,Homer,-0.356
1824,STREME,-0.345
1825,DimontHTS,-0.32699999999999996
1826,ExplaiNN,-0.17000000000000004
1827,Dimont,-0.121
1828,ChIPMunk,-0.138
1829,ProBound,-0.119
1830,MEME,-0.30500000000000005
1831,Autoseed,-0.10199999999999998
1832,Homer,-0.30400000000000005
1833,STREME,-0.31499999999999995
1834,DimontHTS,-0.30500000000000005
1835,ExplaiNN,-0.17300000000000004
1836,Dimont,-0.119
1837,ChIPMunk,-0.275
1838,ProBound,-0.07799999999999996
1839,MEME,-0.239
1840,Autoseed,-0.263
1841,Homer,-0.261
1842,STREME,-0.28500000000000003
1843,DimontHTS,-0.21999999999999997
1844,ExplaiNN,-0.16700000000000004
1845,Dimont,-0.12
1846,ChIPMunk,-0.33199999999999996
1847,ProBound,-0.07299999999999995
1848,MEME,-0.262
1849,Autoseed,-0.32299999999999995
1850,Homer,-0.28700000000000003
1851,STREME,-0.30300000000000005
1852,DimontHTS,-0.256
1853,ExplaiNN,-0.16800000000000004
1854,Dimont,-0.10399999999999998
1855,ChIPMunk,-0.32099999999999995
1856,ProBound,-0.252
1857,MEME,-0.247
1858,Autoseed,-0.357
1859,Homer,-0.265
1860,STREME,-0.29300000000000004
1861,DimontHTS,-0.249
1862,ExplaiNN,-0.15900000000000003
1863,Dimont,-0.09099999999999997
1864,ChIPMunk,-0.258
1865,ProBound,-0.28600000000000003
1866,MEME,-0.15200000000000002
1867,Autoseed,-0.32399999999999995
1868,Homer,-0.16400000000000003
1869,STREME,-0.17700000000000005
1870,DimontHTS,-0.18100000000000005
1871,ExplaiNN,-0.18799999999999994
1872,Dimont,-0.09799999999999998
1873,ChIPMunk,-0.28700000000000003
1874,ProBound,-0.29600000000000004
1875,MEME,-0.14200000000000002
1876,Autoseed,-0.349
1877,Homer,-0.14500000000000002
1878,STREME,-0.16400000000000003
1879,DimontHTS,-0.15900000000000003
1880,ExplaiNN,-0.18899999999999995
1881,Dimont,-0.09399999999999997
1882,ChIPMunk,-0.28500000000000003
1883,ProBound,-0.19199999999999995
1884,MEME,-0.21699999999999997
1885,Autoseed,-0.33399999999999996
1886,Homer,-0.21999999999999997
1887,STREME,-0.20199999999999996
1888,DimontHTS,-0.18300000000000005
1889,ExplaiNN,-0.28500000000000003
1890,Dimont,-0.251
1891,ChIPMunk,-0.14600000000000002
1892,ProBound,-0.245
1893,MEME,-0.21599999999999997
1894,Autoseed,-0.17500000000000004
1895,Homer,-0.239
1896,STREME,-0.20499999999999996
1897,DimontHTS,-0.20399999999999996
1898,ExplaiNN,-0.33399999999999996
1899,Dimont,-0.273
1900,ChIPMunk,-0.131
1901,ProBound,-0.239
1902,MEME,-0.05300000000000005
1903,Autoseed,-0.15900000000000003
1904,Homer,-0.050000000000000044
1905,STREME,-0.06799999999999995
1906,DimontHTS,-0.251
1907,ExplaiNN,-0.28700000000000003
1908,Dimont,-0.30900000000000005
1909,ChIPMunk,-0.252
1910,ProBound,-0.132
1911,MEME,-0.03500000000000003
1912,Autoseed,-0.18799999999999994
1913,Homer,-0.038000000000000034
1914,STREME,-0.049000000000000044
1915,DimontHTS,-0.22299999999999998
1916,ExplaiNN,-0.23399999999999999
1917,Dimont,-0.22799999999999998
1918,ChIPMunk,-0.277
1919,ProBound,-0.11399999999999999
1920,MEME,-0.06299999999999994
1921,Autoseed,-0.19499999999999995
1922,Homer,-0.05800000000000005
1923,STREME,-0.08099999999999996
1924,DimontHTS,-0.06399999999999995
1925,ExplaiNN,-0.266
1926,Dimont,-0.26
1927,ChIPMunk,-0.237
1928,ProBound,-0.17900000000000005
1929,MEME,-0.05800000000000005
1930,Autoseed,-0.278
1931,Homer,-0.05400000000000005
1932,STREME,-0.07499999999999996
1933,DimontHTS,-0.04500000000000004
1934,ExplaiNN,-0.249
1935,Dimont,-0.251
1936,ChIPMunk,-0.20999999999999996
1937,ProBound,-0.17700000000000005
1938,MEME,-0.06699999999999995
1939,Autoseed,-0.255
1940,Homer,-0.06299999999999994
1941,STREME,-0.08599999999999997
1942,DimontHTS,-0.07699999999999996
1943,ExplaiNN,-0.15600000000000003
1944,Dimont,-0.134
1945,ChIPMunk,-0.05300000000000005
1946,ProBound,-0.31499999999999995
1947,MEME,-0.06299999999999994
1948,Autoseed,-0.08199999999999996
1949,Homer,-0.06299999999999994
1950,STREME,-0.07899999999999996
1951,DimontHTS,-0.07199999999999995
1952,ExplaiNN,-0.14100000000000001
1953,Dimont,-0.11599999999999999
1954,ChIPMunk,-0.038000000000000034
1955,ProBound,-0.30100000000000005
1956,MEME,-0.05600000000000005
1957,Autoseed,-0.05600000000000005
1958,Homer,-0.05300000000000005
1959,STREME,-0.07099999999999995
1960,DimontHTS,-0.08199999999999996
1961,ExplaiNN,-0.20699999999999996
1962,Dimont,-0.18100000000000005
1963,ChIPMunk,-0.06499999999999995
1964,ProBound,-0.061999999999999944
1965,MEME,-0.04800000000000004
1966,Autoseed,-0.09799999999999998
1967,Homer,-0.04500000000000004
1968,STREME,-0.06799999999999995
1969,DimontHTS,-0.07799999999999996
1970,ExplaiNN,-0.19399999999999995
1971,Dimont,-0.17100000000000004
1972,ChIPMunk,-0.06099999999999994
1973,ProBound,-0.04500000000000004
1974,MEME,-0.051000000000000045
1975,Autoseed,-0.08999999999999997
1976,Homer,-0.050000000000000044
1977,STREME,-0.07099999999999995
1978,DimontHTS,-0.06899999999999995
1979,ExplaiNN,-0.33399999999999996
1980,Dimont,-0.239
1981,ChIPMunk,-0.07199999999999995
1982,ProBound,-0.07599999999999996
1983,MEME,-0.07099999999999995
1984,Autoseed,-0.09799999999999998
1985,Homer,-0.07199999999999995
1986,STREME,-0.09599999999999997
1987,DimontHTS,-0.06000000000000005
1988,ExplaiNN,-0.31299999999999994
1989,Dimont,-0.19999999999999996
1990,ChIPMunk,-0.06699999999999995
1991,ProBound,-0.06999999999999995
1992,MEME,-0.11599999999999999
1993,Autoseed,-0.08699999999999997
1994,Homer,-0.10899999999999999
1995,STREME,-0.136
1996,DimontHTS,-0.06399999999999995
1997,ExplaiNN,-0.07299999999999995
1998,Dimont,-0.06399999999999995
1999,ChIPMunk,-0.05700000000000005
2000,ProBound,-0.08199999999999996
2001,MEME,-0.05900000000000005
2002,Autoseed,-0.08399999999999996
2003,Homer,-0.061999999999999944
2004,STREME,-0.07299999999999995
2005,DimontHTS,-0.09099999999999997
2006,ExplaiNN,-0.052000000000000046
2007,Dimont,-0.05500000000000005
2008,ChIPMunk,-0.050000000000000044
2009,ProBound,-0.07599999999999996
2010,MEME,-0.05300000000000005
2011,Autoseed,-0.08099999999999996
2012,Homer,-0.04800000000000004
2013,STREME,-0.07199999999999995
2014,DimontHTS,-0.139
2015,ExplaiNN,-0.08899999999999997
2016,Dimont,-0.07899999999999996
2017,ChIPMunk,-0.05600000000000005
2018,ProBound,-0.06899999999999995
2019,MEME,-0.32099999999999995
2020,Autoseed,-0.08099999999999996
2021,Homer,-0.20799999999999996
2022,STREME,-0.238
2023,DimontHTS,-0.06399999999999995
2024,ExplaiNN,-0.07799999999999996
2025,Dimont,-0.07099999999999995
2026,ChIPMunk,-0.07799999999999996
2027,ProBound,-0.06000000000000005
2028,MEME,-0.28600000000000003
2029,Autoseed,-0.10399999999999998
2030,Homer,-0.19599999999999995
2031,STREME,-0.22699999999999998
2032,DimontHTS,-0.07199999999999995
2033,ExplaiNN,-0.08499999999999996
2034,Dimont,-0.08599999999999997
2035,ChIPMunk,-0.119
2036,ProBound,-0.061999999999999944
2037,MEME,-0.271
2038,Autoseed,-0.14600000000000002
2039,Homer,-0.21399999999999997
2040,STREME,-0.264
2041,DimontHTS,-0.264
2042,ExplaiNN,-0.08199999999999996
2043,Dimont,-0.08299999999999996
2044,ChIPMunk,-0.06000000000000005
2045,ProBound,-0.08899999999999997
2046,MEME,-0.18500000000000005
2047,Autoseed,-0.07799999999999996
2048,Homer,-0.17100000000000004
2049,STREME,-0.20299999999999996
2050,DimontHTS,-0.21599999999999997
2051,ExplaiNN,-0.07299999999999995
2052,Dimont,-0.07399999999999995
2053,ChIPMunk,-0.05500000000000005
2054,ProBound,-0.137
2055,MEME,-0.33399999999999996
2056,Autoseed,-0.08799999999999997
2057,Homer,-0.33499999999999996
2058,STREME,-0.32199999999999995
2059,DimontHTS,-0.20599999999999996
2060,ExplaiNN,-0.06799999999999995
2061,Dimont,-0.06099999999999994
2062,ChIPMunk,-0.402
2063,ProBound,-0.061999999999999944
2064,MEME,-0.238
2065,Autoseed,-0.30100000000000005
2066,Homer,-0.21399999999999997
2067,STREME,-0.19999999999999996
2068,DimontHTS,-0.14600000000000002
2069,ExplaiNN,-0.06999999999999995
2070,Dimont,-0.06299999999999994
2071,ChIPMunk,-0.33399999999999996
2072,ProBound,-0.06999999999999995
2073,MEME,-0.262
2074,Autoseed,-0.254
2075,Homer,-0.242
2076,STREME,-0.22599999999999998
2077,DimontHTS,-0.34099999999999997
2078,ExplaiNN,-0.09499999999999997
2079,Dimont,-0.09399999999999997
2080,ChIPMunk,-0.276
2081,ProBound,-0.26
2082,MEME,-0.15200000000000002
2083,Autoseed,-0.31199999999999994
2084,Homer,-0.16000000000000003
2085,STREME,-0.17300000000000004
2086,DimontHTS,-0.19199999999999995
2087,ExplaiNN,-0.136
2088,Dimont,-0.14400000000000002
2089,ChIPMunk,-0.19999999999999996
2090,ProBound,-0.21699999999999997
2091,MEME,-0.15400000000000003
2092,Autoseed,-0.23299999999999998
2093,Homer,-0.17600000000000005
2094,STREME,-0.19699999999999995
2095,DimontHTS,-0.22399999999999998
2096,ExplaiNN,-0.06699999999999995
2097,Dimont,-0.06699999999999995
2098,ChIPMunk,-0.372
2099,ProBound,-0.18400000000000005
2100,MEME,-0.17000000000000004
2101,Autoseed,-0.389
2102,Homer,-0.17500000000000004
2103,STREME,-0.16900000000000004
2104,DimontHTS,-0.127
2105,ExplaiNN,-0.07699999999999996
2106,Dimont,-0.06799999999999995
2107,ChIPMunk,-0.30000000000000004
2108,ProBound,-0.125
2109,MEME,-0.11199999999999999
2110,Autoseed,-0.18100000000000005
2111,Homer,-0.08899999999999997
2112,STREME,-0.11599999999999999
2113,DimontHTS,-0.132
2114,ExplaiNN,-0.31899999999999995
2115,Dimont,-0.19199999999999995
2116,ChIPMunk,-0.31000000000000005
2117,ProBound,-0.354
2118,MEME,-0.10899999999999999
2119,Autoseed,-0.20999999999999996
2120,Homer,-0.08399999999999996
2121,STREME,-0.11199999999999999
2122,DimontHTS,-0.281
2123,ExplaiNN,-0.29000000000000004
2124,Dimont,-0.16300000000000003
2125,ChIPMunk,-0.136
2126,ProBound,-0.17900000000000005
2127,MEME,-0.16200000000000003
2128,Autoseed,-0.11599999999999999
2129,Homer,-0.15500000000000003
2130,STREME,-0.18599999999999994
2131,DimontHTS,-0.18500000000000005
2132,ExplaiNN,-0.30500000000000005
2133,Dimont,-0.22999999999999998
2134,ChIPMunk,-0.14100000000000001
2135,ProBound,-0.20999999999999996
2136,MEME,-0.15000000000000002
2137,Autoseed,-0.137
2138,Homer,-0.136
2139,STREME,-0.16500000000000004
2140,DimontHTS,-0.32299999999999995
2141,ExplaiNN,-0.241
2142,Dimont,-0.15700000000000003
2143,ChIPMunk,-0.14900000000000002
2144,ProBound,-0.10199999999999998
2145,MEME,-0.23199999999999998
2146,Autoseed,-0.138
2147,Homer,-0.265
2148,STREME,-0.32299999999999995
2149,DimontHTS,-0.07299999999999995
2150,ExplaiNN,-0.45299999999999996
2151,Dimont,-0.31999999999999995
2152,ChIPMunk,-0.17600000000000005
2153,ProBound,-0.11299999999999999
2154,MEME,-0.29900000000000004
2155,Autoseed,-0.17000000000000004
2156,Homer,-0.30200000000000005
2157,STREME,-0.32099999999999995
2158,DimontHTS,-0.06399999999999995
2159,ExplaiNN,-0.21599999999999997
2160,Dimont,-0.18400000000000005
2161,ChIPMunk,-0.30500000000000005
2162,ProBound,-0.15500000000000003
2163,MEME,-0.08999999999999997
2164,Autoseed,-0.35
2165,Homer,-0.06999999999999995
2166,STREME,-0.09599999999999997
2167,DimontHTS,-0.16400000000000003
2168,ExplaiNN,-0.237
2169,Dimont,-0.21299999999999997
2170,ChIPMunk,-0.08199999999999996
2171,ProBound,-0.21499999999999997
2172,MEME,-0.09899999999999998
2173,Autoseed,-0.07999999999999996
2174,Homer,-0.08199999999999996
2175,STREME,-0.10799999999999998
2176,DimontHTS,-0.14100000000000001
2177,ExplaiNN,-0.14400000000000002
2178,Dimont,-0.10399999999999998
2179,ChIPMunk,-0.07699999999999996
2180,ProBound,-0.372
2181,MEME,-0.09199999999999997
2182,Autoseed,-0.07399999999999995
2183,Homer,-0.13
2184,STREME,-0.10599999999999998
2185,DimontHTS,-0.32999999999999996
2186,ExplaiNN,-0.14400000000000002
2187,Dimont,-0.11699999999999999
2188,ChIPMunk,-0.16300000000000003
2189,ProBound,-0.11399999999999999
2190,MEME,-0.07399999999999995
2191,Autoseed,-0.14400000000000002
2192,Homer,-0.06799999999999995
2193,STREME,-0.07399999999999995
2194,DimontHTS,-0.29200000000000004
2195,ExplaiNN,-0.367
2196,Dimont,-0.15600000000000003
2197,ChIPMunk,-0.14200000000000002
2198,ProBound,-0.10499999999999998
2199,MEME,-0.14700000000000002
2200,Autoseed,-0.125
2201,Homer,-0.14400000000000002
2202,STREME,-0.17300000000000004
2203,DimontHTS,-0.18200000000000005
2204,ExplaiNN,-0.21799999999999997
2205,Dimont,-0.235
2206,ChIPMunk,-0.32099999999999995
2207,ProBound,-0.14400000000000002
2208,MEME,-0.248
2209,Autoseed,-0.32699999999999996
2210,Homer,-0.245
2211,STREME,-0.258
2212,DimontHTS,-0.18400000000000005
2213,ExplaiNN,-0.32599999999999996
2214,Dimont,-0.28200000000000003
2215,ChIPMunk,-0.29700000000000004
2216,ProBound,-0.129
2217,MEME,-0.244
2218,Autoseed,-0.29700000000000004
2219,Homer,-0.243
2220,STREME,-0.259
2221,DimontHTS,-0.19499999999999995
2222,ExplaiNN,-0.129
2223,Dimont,-0.06899999999999995
2224,ChIPMunk,-0.10599999999999998
2225,ProBound,-0.19299999999999995
2226,MEME,-0.237
2227,Autoseed,-0.126
2228,Homer,-0.20299999999999996
2229,STREME,-0.239
2230,DimontHTS,-0.15100000000000002
2231,ExplaiNN,-0.121
2232,Dimont,-0.06099999999999994
2233,ChIPMunk,-0.10999999999999999
2234,ProBound,-0.271
2235,MEME,-0.255
2236,Autoseed,-0.136
2237,Homer,-0.22699999999999998
2238,STREME,-0.26
2239,DimontHTS,-0.121
2240,ExplaiNN,-0.18599999999999994
2241,Dimont,-0.14500000000000002
2242,ChIPMunk,-0.08199999999999996
2243,ProBound,-0.139
2244,MEME,-0.17900000000000005
2245,Autoseed,-0.09399999999999997
2246,Homer,-0.16000000000000003
2247,STREME,-0.16900000000000004
2248,DimontHTS,-0.252
2249,ExplaiNN,-0.16800000000000004
2250,Dimont,-0.127
2251,ChIPMunk,-0.05700000000000005
2252,ProBound,-0.14600000000000002
2253,MEME,-0.18300000000000005
2254,Autoseed,-0.05700000000000005
2255,Homer,-0.15800000000000003
2256,STREME,-0.17000000000000004
2257,DimontHTS,-0.252
2258,ExplaiNN,-0.33499999999999996
2259,Dimont,-0.28500000000000003
2260,ChIPMunk,-0.16400000000000003
2261,ProBound,-0.21899999999999997
2262,MEME,-0.21899999999999997
2263,Autoseed,-0.20199999999999996
2264,Homer,-0.19199999999999995
2265,STREME,-0.20399999999999996
2266,DimontHTS,-0.20999999999999996
2267,ExplaiNN,-0.32399999999999995
2268,Dimont,-0.354
2269,ChIPMunk,-0.263
2270,ProBound,-0.16400000000000003
2271,MEME,-0.19999999999999996
2272,Autoseed,-0.253
2273,Homer,-0.17300000000000004
2274,STREME,-0.18100000000000005
2275,DimontHTS,-0.235
2276,ExplaiNN,-0.09699999999999998
2277,Dimont,-0.08199999999999996
2278,ChIPMunk,-0.267
2279,ProBound,-0.15900000000000003
2280,MEME,-0.28700000000000003
2281,Autoseed,-0.253
2282,Homer,-0.21599999999999997
2283,STREME,-0.23099999999999998
2284,DimontHTS,-0.17800000000000005
2285,ExplaiNN,-0.10799999999999998
2286,Dimont,-0.09099999999999997
2287,ChIPMunk,-0.254
2288,ProBound,-0.29300000000000004
2289,MEME,-0.27
2290,Autoseed,-0.21899999999999997
2291,Homer,-0.19699999999999995
2292,STREME,-0.22899999999999998
2293,DimontHTS,-0.17500000000000004
2294,ExplaiNN,-0.17500000000000004
2295,Dimont,-0.17300000000000004
2296,ChIPMunk,-0.271
2297,ProBound,-0.275
2298,MEME,-0.136
2299,Autoseed,-0.24
2300,Homer,-0.09899999999999998
2301,STREME,-0.20799999999999996
2302,DimontHTS,-0.22499999999999998
2303,ExplaiNN,-0.124
2304,Dimont,-0.118
2305,ChIPMunk,-0.38
2306,ProBound,-0.20499999999999996
2307,MEME,-0.129
2308,Autoseed,-0.15900000000000003
2309,Homer,-0.11399999999999999
2310,STREME,-0.19699999999999995
2311,DimontHTS,-0.21299999999999997
2312,ExplaiNN,-0.18899999999999995
2313,Dimont,-0.123
2314,ChIPMunk,-0.37
2315,ProBound,-0.22799999999999998
2316,MEME,-0.10399999999999998
2317,Autoseed,-0.15700000000000003
2318,Homer,-0.11499999999999999
2319,STREME,-0.16400000000000003
2320,DimontHTS,-0.132
2321,ExplaiNN,-0.28300000000000003
2322,Dimont,-0.22399999999999998
2323,ChIPMunk,-0.274
2324,ProBound,-0.17900000000000005
2325,MEME,-0.08699999999999997
2326,Autoseed,-0.19599999999999995
2327,Homer,-0.11599999999999999
2328,STREME,-0.19799999999999995
2329,DimontHTS,-0.134
2330,ExplaiNN,-0.28900000000000003
2331,Dimont,-0.21799999999999997
2332,ChIPMunk,-0.253
2333,ProBound,-0.18000000000000005
2334,MEME,-0.18899999999999995
2335,Autoseed,-0.17900000000000005
2336,Homer,-0.10299999999999998
2337,STREME,-0.06499999999999995
2338,DimontHTS,-0.119
2339,ExplaiNN,-0.23399999999999999
2340,Dimont,-0.20299999999999996
2341,ChIPMunk,-0.22199999999999998
2342,ProBound,-0.21899999999999997
2343,MEME,-0.347
2344,Autoseed,-0.134
2345,Homer,-0.30900000000000005
2346,STREME,-0.29500000000000004
2347,DimontHTS,-0.12
2348,ExplaiNN,-0.255
2349,Dimont,-0.22399999999999998
2350,ChIPMunk,-0.22399999999999998
2351,ProBound,-0.21299999999999997
2352,MEME,-0.359
2353,Autoseed,-0.18500000000000005
2354,Homer,-0.377
2355,STREME,-0.378
2356,DimontHTS,-0.08799999999999997
2357,ExplaiNN,-0.405
2358,Dimont,-0.19299999999999995
2359,ChIPMunk,-0.19799999999999995
2360,ProBound,-0.478
2361,MEME,-0.34299999999999997
2362,Autoseed,-0.17900000000000005
2363,Homer,-0.28200000000000003
2364,STREME,-0.15100000000000002
2365,DimontHTS,-0.22799999999999998
2366,ExplaiNN,-0.4
2367,Dimont,-0.18599999999999994
2368,ChIPMunk,-0.21199999999999997
2369,ProBound,-0.19799999999999995
2370,MEME,-0.401
2371,Autoseed,-0.17200000000000004
2372,Homer,-0.32499999999999996
2373,STREME,-0.18899999999999995
2374,DimontHTS,-0.33799999999999997
2375,ExplaiNN,-0.29900000000000004
2376,Dimont,-0.17100000000000004
2377,ChIPMunk,-0.20499999999999996
2378,ProBound,-0.21699999999999997
2379,MEME,-0.05600000000000005
2380,Autoseed,-0.16600000000000004
2381,Homer,-0.05900000000000005
2382,STREME,-0.07399999999999995
2383,DimontHTS,-0.46099999999999997
2384,ExplaiNN,-0.271
2385,Dimont,-0.16000000000000003
2386,ChIPMunk,-0.134
2387,ProBound,-0.08499999999999996
2388,MEME,-0.08199999999999996
2389,Autoseed,-0.11499999999999999
2390,Homer,-0.08599999999999997
2391,STREME,-0.10099999999999998
2392,DimontHTS,-0.45899999999999996
2393,ExplaiNN,-0.581
2394,Dimont,-0.129
2395,ChIPMunk,-0.121
2396,ProBound,-0.08299999999999996
2397,MEME,-0.33399999999999996
2398,Autoseed,-0.08799999999999997
2399,Homer,-0.33799999999999997
2400,STREME,-0.347
2401,DimontHTS,-0.41000000000000003
2402,ExplaiNN,-0.20599999999999996
2403,Dimont,-0.18699999999999994
2404,ChIPMunk,-0.09599999999999997
2405,ProBound,-0.10899999999999999
2406,MEME,-0.08699999999999997
2407,Autoseed,-0.05400000000000005
2408,Homer,-0.07299999999999995
2409,STREME,-0.09799999999999998
2410,DimontHTS,-0.061999999999999944
2411,ExplaiNN,-0.20799999999999996
2412,Dimont,-0.18699999999999994
2413,ChIPMunk,-0.30400000000000005
2414,ProBound,-0.07899999999999996
2415,MEME,-0.29300000000000004
2416,Autoseed,-0.274
2417,Homer,-0.30600000000000005
2418,STREME,-0.31999999999999995
2419,DimontHTS,-0.08699999999999997
2420,ExplaiNN,-0.21199999999999997
2421,Dimont,-0.08599999999999997
2422,ChIPMunk,-0.373
2423,ProBound,-0.30200000000000005
2424,MEME,-0.10599999999999998
2425,Autoseed,-0.43100000000000005
2426,Homer,-0.29300000000000004
2427,STREME,-0.09799999999999998
2428,DimontHTS,-0.32999999999999996
2429,ExplaiNN,-0.19999999999999996
2430,Dimont,-0.08899999999999997
2431,ChIPMunk,-0.09999999999999998
2432,ProBound,-0.344
2433,MEME,-0.07599999999999996
2434,Autoseed,-0.18999999999999995
2435,Homer,-0.08599999999999997
2436,STREME,-0.07799999999999996
2437,DimontHTS,-0.09899999999999998
2438,ExplaiNN,-0.14800000000000002
2439,Dimont,-0.128
2440,ChIPMunk,-0.136
2441,ProBound,-0.43400000000000005
2442,MEME,-0.07199999999999995
2443,Autoseed,-0.22299999999999998
2444,Homer,-0.08399999999999996
2445,STREME,-0.07599999999999996
2446,DimontHTS,-0.06399999999999995
2447,ExplaiNN,-0.09999999999999998
2448,Dimont,-0.10499999999999998
2449,ChIPMunk,-0.06599999999999995
2450,ProBound,-0.383
2451,MEME,-0.04200000000000004
2452,Autoseed,-0.06299999999999994
2453,Homer,-0.04600000000000004
2454,STREME,-0.06099999999999994
2455,DimontHTS,-0.368
2456,ExplaiNN,-0.07699999999999996
2457,Dimont,-0.09399999999999997
2458,ChIPMunk,-0.08999999999999997
2459,ProBound,-0.37
2460,MEME,-0.006000000000000005
2461,Autoseed,-0.08899999999999997
2462,Homer,-0.010000000000000009
2463,STREME,-0.007000000000000006
2464,DimontHTS,-0.17000000000000004
2465,ExplaiNN,-0.30900000000000005
2466,Dimont,-0.252
2467,ChIPMunk,-0.32999999999999996
2468,ProBound,-0.06399999999999995
2469,MEME,-0.11599999999999999
2470,Autoseed,-0.32599999999999996
2471,Homer,-0.15800000000000003
2472,STREME,-0.128
2473,DimontHTS,-0.08099999999999996
2474,ExplaiNN,-0.482
2475,Dimont,-0.42000000000000004
2476,ChIPMunk,-0.014000000000000012
2477,ProBound,-0.08999999999999997
2478,MEME,-0.256
2479,Autoseed,-0.01200000000000001
2480,Homer,-0.252
