,Tool,Delta auROC value
857,Autoseed,-0.06099999999999994
858,Homer,-0.17200000000000004
859,STREME,-0.345
860,DimontHTS,-0.10499999999999998
861,ExplaiNN,-0.03600000000000003
862,Best,-0.31999999999999995
863,Dimont,-0.03600000000000003
864,ChIPMunk,-0.027000000000000024
865,ProBound,-0.134
866,MEME,-0.497
867,Autoseed,-0.17000000000000004
868,Homer,-0.17300000000000004
869,STREME,-0.359
870,DimontHTS,-0.14700000000000002
871,ExplaiNN,-0.15400000000000003
872,Best,-0.18400000000000005
873,Dimont,-0.08999999999999997
874,ChIPMunk,-0.07099999999999995
875,ProBound,-0.11699999999999999
876,MEME,-0.482
877,Autoseed,-0.14600000000000002
878,Homer,-0.20299999999999996
879,STREME,-0.372
880,DimontHTS,-0.13
881,ExplaiNN,-0.23399999999999999
882,Best,-0.10399999999999998
883,Dimont,-0.16400000000000003
884,ChIPMunk,-0.24
885,ProBound,-0.12
886,MEME,-0.08999999999999997
887,Autoseed,-0.15200000000000002
888,Homer,-0.04500000000000004
889,STREME,-0.10399999999999998
890,DimontHTS,-0.132
891,ExplaiNN,-0.21799999999999997
892,Best,-0.15600000000000003
893,Dimont,-0.15200000000000002
894,ChIPMunk,-0.239
895,ProBound,-0.14500000000000002
896,MEME,-0.06499999999999995
897,Autoseed,-0.17400000000000004
898,Homer,-0.029000000000000026
899,STREME,-0.07799999999999996
900,DimontHTS,-0.15800000000000003
901,ExplaiNN,-0.22899999999999998
902,Best,-0.235
903,Dimont,-0.15400000000000003
904,ChIPMunk,-0.236
905,ProBound,-0.015000000000000013
906,MEME,-0.06299999999999994
907,Autoseed,-0.052000000000000046
908,Homer,-0.028000000000000025
909,STREME,-0.07299999999999995
910,DimontHTS,-0.03300000000000003
911,ExplaiNN,-0.246
912,Best,-0.28200000000000003
913,Dimont,-0.17400000000000004
914,ChIPMunk,-0.252
915,ProBound,-0.010000000000000009
916,MEME,-0.08799999999999997
917,Autoseed,-0.03500000000000003
918,Homer,-0.041000000000000036
919,STREME,-0.09299999999999997
920,DimontHTS,-0.02300000000000002
921,ExplaiNN,-0.08699999999999997
922,Best,-0.06899999999999995
923,Dimont,-0.018000000000000016
924,ChIPMunk,-0.08699999999999997
925,ProBound,-0.009000000000000008
926,MEME,-0.42700000000000005
927,Autoseed,-0.03300000000000003
928,Homer,-0.16200000000000003
929,STREME,-0.10299999999999998
930,DimontHTS,-0.02200000000000002
931,ExplaiNN,-0.05700000000000005
932,Best,-0.14500000000000002
933,Dimont,-0.014000000000000012
934,ChIPMunk,-0.06299999999999994
935,ProBound,-0.013000000000000012
936,MEME,-0.41000000000000003
937,Autoseed,-0.050000000000000044
938,Homer,-0.17800000000000005
939,STREME,-0.11399999999999999
940,DimontHTS,-0.031000000000000028
941,ExplaiNN,-0.05500000000000005
942,Best,-0.28500000000000003
943,Dimont,-0.01200000000000001
944,ChIPMunk,-0.06000000000000005
945,ProBound,-0.394
946,MEME,-0.236
947,Autoseed,-0.22999999999999998
948,Homer,-0.235
949,STREME,-0.235
950,DimontHTS,-0.12
951,ExplaiNN,-0.07599999999999996
952,Best,-0.08199999999999996
953,Dimont,-0.018000000000000016
954,ChIPMunk,-0.08199999999999996
955,ProBound,-0.385
956,MEME,-0.19299999999999995
957,Autoseed,-0.18000000000000005
958,Homer,-0.18999999999999995
959,STREME,-0.18899999999999995
960,DimontHTS,-0.14300000000000002
961,ExplaiNN,-0.382
962,Best,-0.17300000000000004
963,Dimont,-0.11299999999999999
964,ChIPMunk,-0.272
965,ProBound,-0.28800000000000003
966,MEME,-0.137
967,Autoseed,-0.132
968,Homer,-0.128
969,STREME,-0.15400000000000003
970,DimontHTS,-0.245
971,ExplaiNN,-0.403
972,Best,-0.123
973,Dimont,-0.133
974,ChIPMunk,-0.22999999999999998
975,ProBound,-0.256
976,MEME,-0.14900000000000002
977,Autoseed,-0.14600000000000002
978,Homer,-0.137
979,STREME,-0.16100000000000003
980,DimontHTS,-0.20599999999999996
981,ExplaiNN,-0.273
982,Best,-0.22399999999999998
983,Dimont,-0.21799999999999997
984,ChIPMunk,-0.16700000000000004
985,ProBound,-0.10699999999999998
986,MEME,-0.19999999999999996
987,Autoseed,-0.17400000000000004
988,Homer,-0.18100000000000005
989,STREME,-0.20599999999999996
990,DimontHTS,-0.11699999999999999
991,ExplaiNN,-0.21899999999999997
992,Best,-0.20299999999999996
993,Dimont,-0.18100000000000005
994,ChIPMunk,-0.17600000000000005
995,ProBound,-0.118
996,MEME,-0.20899999999999996
997,Autoseed,-0.17400000000000004
998,Homer,-0.19499999999999995
999,STREME,-0.21499999999999997
1000,DimontHTS,-0.129
1001,ExplaiNN,-0.18899999999999995
1002,Best,-0.19299999999999995
1003,Dimont,-0.119
1004,ChIPMunk,-0.19799999999999995
1005,ProBound,-0.17400000000000004
1006,MEME,-0.23199999999999998
1007,Autoseed,-0.17600000000000005
1008,Homer,-0.25
1009,STREME,-0.26
1010,DimontHTS,-0.17300000000000004
1011,ExplaiNN,-0.20599999999999996
1012,Best,-0.17100000000000004
1013,Dimont,-0.131
1014,ChIPMunk,-0.20699999999999996
1015,ProBound,-0.17600000000000005
1016,MEME,-0.257
1017,Autoseed,-0.18599999999999994
1018,Homer,-0.274
1019,STREME,-0.28300000000000003
1020,DimontHTS,-0.17400000000000004
1021,ExplaiNN,-0.18799999999999994
1022,Best,-0.129
1023,Dimont,-0.18400000000000005
1024,ChIPMunk,-0.272
1025,ProBound,-0.257
1026,MEME,-0.013000000000000012
1027,Autoseed,-0.0050000000000000044
1028,Homer,-0.01100000000000001
1029,STREME,-0.013000000000000012
1030,DimontHTS,-0.243
1031,ExplaiNN,-0.19299999999999995
1032,Best,-0.18699999999999994
1033,Dimont,-0.19199999999999995
1034,ChIPMunk,-0.29600000000000004
1035,ProBound,-0.277
1036,MEME,-0.018000000000000016
1037,Autoseed,-0.009000000000000008
1038,Homer,-0.017000000000000015
1039,STREME,-0.017000000000000015
1040,DimontHTS,-0.257
1041,ExplaiNN,-0.30500000000000005
1042,Best,-0.08599999999999997
1043,Dimont,-0.23099999999999998
1044,ChIPMunk,-0.009000000000000008
1045,ProBound,-0.006000000000000005
1046,MEME,-0.05300000000000005
1047,Autoseed,-0.07799999999999996
1048,Homer,-0.061999999999999944
1049,STREME,-0.06599999999999995
1050,DimontHTS,-0.007000000000000006
1051,ExplaiNN,-0.31099999999999994
1052,Best,-0.128
1053,Dimont,-0.248
1054,ChIPMunk,-0.01100000000000001
1055,ProBound,-0.009000000000000008
1056,MEME,-0.11099999999999999
1057,Autoseed,-0.17000000000000004
1058,Homer,-0.10799999999999998
1059,STREME,-0.10899999999999999
1060,DimontHTS,-0.01100000000000001
1061,ExplaiNN,-0.007000000000000006
1062,Best,-0.09399999999999997
1063,Dimont,-0.01100000000000001
1064,ChIPMunk,-0.03700000000000003
1065,ProBound,-0.08099999999999996
1066,MEME,-0.028000000000000025
1067,Autoseed,-0.345
1068,Homer,-0.04400000000000004
1069,STREME,-0.02300000000000002
1070,DimontHTS,-0.07199999999999995
1071,ExplaiNN,-0.01100000000000001
1072,Best,-0.42000000000000004
1073,Dimont,-0.018000000000000016
1074,ChIPMunk,-0.09699999999999998
1075,ProBound,-0.16300000000000003
1076,MEME,-0.16000000000000003
1077,Autoseed,-0.019000000000000017
1078,Homer,-0.22299999999999998
1079,STREME,-0.16400000000000003
1080,DimontHTS,-0.139
1081,ExplaiNN,-0.07699999999999996
1082,Best,-0.06399999999999995
1083,Dimont,-0.05300000000000005
1084,ChIPMunk,-0.33999999999999997
1085,ProBound,-0.32099999999999995
1086,MEME,-0.07599999999999996
1087,Autoseed,-0.15800000000000003
1088,Homer,-0.11399999999999999
1089,STREME,-0.07499999999999996
1090,DimontHTS,-0.29100000000000004
1091,ExplaiNN,-0.126
1092,Best,-0.31199999999999994
1093,Dimont,-0.10399999999999998
1094,ChIPMunk,-0.028000000000000025
1095,ProBound,-0.019000000000000017
1096,MEME,-0.20899999999999996
1097,Autoseed,-0.06799999999999995
1098,Homer,-0.271
1099,STREME,-0.21299999999999997
1100,DimontHTS,-0.061999999999999944
1101,ExplaiNN,-0.33399999999999996
1102,Best,-0.013000000000000012
1103,Dimont,-0.30900000000000005
1104,ChIPMunk,-0.16200000000000003
1105,ProBound,-0.126
1106,MEME,-0.03500000000000003
1107,Autoseed,-0.19299999999999995
1108,Homer,-0.031000000000000028
1109,STREME,-0.09799999999999998
1110,DimontHTS,-0.15900000000000003
1111,ExplaiNN,-0.041000000000000036
1112,Best,-0.06099999999999994
1113,Dimont,-0.03300000000000003
1114,ChIPMunk,-0.08299999999999996
1115,ProBound,-0.04500000000000004
1116,MEME,-0.04200000000000004
1117,Autoseed,-0.03200000000000003
1118,Homer,-0.040000000000000036
1119,STREME,-0.08799999999999997
1120,DimontHTS,-0.09199999999999997
1121,ExplaiNN,-0.16400000000000003
1122,Best,-0.31699999999999995
1123,Dimont,-0.18000000000000005
1124,ChIPMunk,-0.20999999999999996
1125,ProBound,-0.15400000000000003
1126,MEME,-0.09999999999999998
1127,Autoseed,-0.03500000000000003
1128,Homer,-0.11299999999999999
1129,STREME,-0.23399999999999999
1130,DimontHTS,-0.18300000000000005
1131,ExplaiNN,-0.08499999999999996
1132,Best,-0.06299999999999994
1133,Dimont,-0.08999999999999997
1134,ChIPMunk,-0.026000000000000023
1135,ProBound,-0.03200000000000003
1136,MEME,-0.13
1137,Autoseed,-0.244
1138,Homer,-0.11599999999999999
1139,STREME,-0.16100000000000003
1140,DimontHTS,-0.03700000000000003
1141,ExplaiNN,-0.21499999999999997
1142,Best,-0.07099999999999995
1143,Dimont,-0.21999999999999997
1144,ChIPMunk,-0.031000000000000028
1145,ProBound,-0.039000000000000035
1146,MEME,-0.17600000000000005
1147,Autoseed,-0.263
1148,Homer,-0.18200000000000005
1149,STREME,-0.19999999999999996
1150,DimontHTS,-0.06099999999999994
1151,ExplaiNN,-0.06399999999999995
1152,Best,-0.135
1153,Dimont,-0.02400000000000002
1154,ChIPMunk,-0.16000000000000003
1155,ProBound,-0.09899999999999998
1156,MEME,-0.22099999999999997
1157,Autoseed,-0.254
1158,Homer,-0.21299999999999997
1159,STREME,-0.21799999999999997
1160,DimontHTS,-0.08399999999999996
1161,ExplaiNN,-0.08499999999999996
1162,Best,-0.051000000000000045
1163,Dimont,-0.03400000000000003
1164,ChIPMunk,-0.22799999999999998
1165,ProBound,-0.14200000000000002
1166,MEME,-0.22499999999999998
1167,Autoseed,-0.266
1168,Homer,-0.19299999999999995
1169,STREME,-0.19999999999999996
1170,DimontHTS,-0.07699999999999996
1171,ExplaiNN,-0.20499999999999996
1172,Best,-0.119
1173,Dimont,-0.09899999999999998
1174,ChIPMunk,-0.23299999999999998
1175,ProBound,-0.20499999999999996
1176,MEME,-0.243
1177,Autoseed,-0.265
1178,Homer,-0.22199999999999998
1179,STREME,-0.22499999999999998
1180,DimontHTS,-0.21899999999999997
1181,ExplaiNN,-0.15200000000000002
1182,Best,-0.356
1183,Dimont,-0.09499999999999997
1184,ChIPMunk,-0.248
1185,ProBound,-0.238
1186,MEME,-0.246
1187,Autoseed,-0.33199999999999996
1188,Homer,-0.22499999999999998
1189,STREME,-0.22299999999999998
1190,DimontHTS,-0.253
1191,ExplaiNN,-0.29000000000000004
1192,Best,-0.41500000000000004
1193,Dimont,-0.17400000000000004
1194,ChIPMunk,-0.251
1195,ProBound,-0.401
1196,MEME,-0.271
1197,Autoseed,-0.33699999999999997
1198,Homer,-0.238
1199,STREME,-0.241
1200,DimontHTS,-0.11099999999999999
1201,ExplaiNN,-0.241
1202,Best,-0.16700000000000004
1203,Dimont,-0.21499999999999997
1204,ChIPMunk,-0.28400000000000003
1205,ProBound,-0.401
1206,MEME,-0.29200000000000004
1207,Autoseed,-0.134
1208,Homer,-0.276
1209,STREME,-0.27
1210,DimontHTS,-0.10799999999999998
1211,ExplaiNN,-0.28400000000000003
1212,Best,-0.20799999999999996
1213,Dimont,-0.21899999999999997
1214,ChIPMunk,-0.29700000000000004
1215,ProBound,-0.41300000000000003
1216,MEME,-0.265
1217,Autoseed,-0.129
1218,Homer,-0.272
1219,STREME,-0.28600000000000003
1220,DimontHTS,-0.15200000000000002
1221,ExplaiNN,-0.29000000000000004
1222,Best,-0.051000000000000045
1223,Dimont,-0.22999999999999998
1224,ChIPMunk,-0.131
1225,ProBound,-0.45999999999999996
1226,MEME,-0.31000000000000005
1227,Autoseed,-0.15700000000000003
1228,Homer,-0.30900000000000005
1229,STREME,-0.32799999999999996
1230,DimontHTS,-0.385
1231,ExplaiNN,-0.30600000000000005
1232,Best,-0.06999999999999995
1233,Dimont,-0.22299999999999998
1234,ChIPMunk,-0.127
1235,ProBound,-0.471
1236,MEME,-0.29800000000000004
1237,Autoseed,-0.29100000000000004
1238,Homer,-0.28700000000000003
1239,STREME,-0.29200000000000004
1240,DimontHTS,-0.387
1241,ExplaiNN,-0.32999999999999996
1242,Best,-0.19899999999999995
1243,Dimont,-0.281
1244,ChIPMunk,-0.15500000000000003
1245,ProBound,-0.126
1246,MEME,-0.15000000000000002
1247,Autoseed,-0.31999999999999995
1248,Homer,-0.18599999999999994
1249,STREME,-0.123
1250,DimontHTS,-0.32299999999999995
1251,ExplaiNN,-0.344
1252,Best,-0.269
1253,Dimont,-0.28200000000000003
1254,ChIPMunk,-0.268
1255,ProBound,-0.126
1256,MEME,-0.16600000000000004
1257,Autoseed,-0.247
1258,Homer,-0.19999999999999996
1259,STREME,-0.14100000000000001
1260,DimontHTS,-0.255
1261,ExplaiNN,-0.15300000000000002
1262,Best,-0.32399999999999995
1263,Dimont,-0.118
1264,ChIPMunk,-0.30600000000000005
1265,ProBound,-0.15700000000000003
1266,MEME,-0.14100000000000001
1267,Autoseed,-0.15100000000000002
1268,Homer,-0.17900000000000005
1269,STREME,-0.122
1270,DimontHTS,-0.21299999999999997
1271,ExplaiNN,-0.15500000000000003
1272,Best,-0.06399999999999995
1273,Dimont,-0.11699999999999999
1274,ChIPMunk,-0.265
1275,ProBound,-0.354
1276,MEME,-0.255
1277,Autoseed,-0.17600000000000005
1278,Homer,-0.11199999999999999
1279,STREME,-0.252
1280,DimontHTS,-0.245
1281,ExplaiNN,-0.19999999999999996
1282,Best,-0.08499999999999996
1283,Dimont,-0.14500000000000002
1284,ChIPMunk,-0.15400000000000003
1285,ProBound,-0.355
1286,MEME,-0.249
1287,Autoseed,-0.14
1288,Homer,-0.10799999999999998
1289,STREME,-0.255
1290,DimontHTS,-0.17200000000000004
1291,ExplaiNN,-0.29500000000000004
1292,Best,-0.34099999999999997
1293,Dimont,-0.278
1294,ChIPMunk,-0.14900000000000002
1295,ProBound,-0.29600000000000004
1296,MEME,-0.05600000000000005
1297,Autoseed,-0.31000000000000005
1298,Homer,-0.05700000000000005
1299,STREME,-0.061999999999999944
1300,DimontHTS,-0.16700000000000004
1301,ExplaiNN,-0.32299999999999995
1302,Best,-0.44599999999999995
1303,Dimont,-0.31799999999999995
1304,ChIPMunk,-0.14700000000000002
1305,ProBound,-0.16800000000000004
1306,MEME,-0.05400000000000005
1307,Autoseed,-0.30200000000000005
1308,Homer,-0.05500000000000005
1309,STREME,-0.05800000000000005
1310,DimontHTS,-0.05400000000000005
1311,ExplaiNN,-0.33999999999999997
1312,Best,-0.252
1313,Dimont,-0.29300000000000004
1314,ChIPMunk,-0.271
1315,ProBound,-0.16600000000000004
1316,MEME,-0.124
1317,Autoseed,-0.06099999999999994
1318,Homer,-0.12
1319,STREME,-0.138
1320,DimontHTS,-0.049000000000000044
1321,ExplaiNN,-0.19099999999999995
1322,Best,-0.134
1323,Dimont,-0.126
1324,ChIPMunk,-0.264
1325,ProBound,-0.16000000000000003
1326,MEME,-0.122
1327,Autoseed,-0.05600000000000005
1328,Homer,-0.118
1329,STREME,-0.136
1330,DimontHTS,-0.136
1331,ExplaiNN,-0.20199999999999996
1332,Best,-0.10099999999999998
1333,Dimont,-0.14400000000000002
1334,ChIPMunk,-0.06000000000000005
1335,ProBound,-0.131
1336,MEME,-0.0050000000000000044
1337,Autoseed,-0.13
1338,Homer,-0.009000000000000008
1339,STREME,-0.0050000000000000044
1340,DimontHTS,-0.136
1341,ExplaiNN,-0.17700000000000005
1342,Best,-0.18300000000000005
1343,Dimont,-0.119
1344,ChIPMunk,-0.05800000000000005
1345,ProBound,-0.136
1346,MEME,-0.01100000000000001
1347,Autoseed,-0.135
1348,Homer,-0.016000000000000014
1349,STREME,-0.01100000000000001
1350,DimontHTS,-0.126
1351,ExplaiNN,-0.30600000000000005
1352,Best,-0.399
1353,Dimont,-0.127
1354,ChIPMunk,-0.13
1355,ProBound,-0.06899999999999995
1356,MEME,-0.31899999999999995
1357,Autoseed,-0.0050000000000000044
1358,Homer,-0.32199999999999995
1359,STREME,-0.31799999999999995
1360,DimontHTS,-0.139
1361,ExplaiNN,-0.30400000000000005
1362,Best,-0.03500000000000003
1363,Dimont,-0.128
1364,ChIPMunk,-0.132
1365,ProBound,-0.06099999999999994
1366,MEME,-0.30000000000000004
1367,Autoseed,-0.01100000000000001
1368,Homer,-0.31599999999999995
1369,STREME,-0.30600000000000005
1370,DimontHTS,-0.406
1371,ExplaiNN,-0.11599999999999999
1372,Best,-0.22199999999999998
1373,Dimont,-0.04800000000000004
1374,ChIPMunk,-0.0040000000000000036
1375,ProBound,-0.124
1376,MEME,-0.30800000000000005
1377,Autoseed,-0.352
1378,Homer,-0.32399999999999995
1379,STREME,-0.31799999999999995
1380,DimontHTS,-0.372
1381,ExplaiNN,-0.10899999999999999
1382,Best,-0.11499999999999999
1383,Dimont,-0.04400000000000004
1384,ChIPMunk,-0.010000000000000009
1385,ProBound,-0.119
1386,MEME,-0.31799999999999995
1387,Autoseed,-0.32499999999999996
1388,Homer,-0.32699999999999996
1389,STREME,-0.31799999999999995
1390,DimontHTS,-0.391
1391,ExplaiNN,-0.15300000000000002
1392,Best,-0.262
1393,Dimont,-0.119
1394,ChIPMunk,-0.374
1395,ProBound,-0.01200000000000001
1396,MEME,-0.0040000000000000036
1397,Autoseed,-0.34199999999999997
1398,Homer,-0.0040000000000000036
1399,STREME,-0.0040000000000000036
1400,DimontHTS,-0.397
1401,ExplaiNN,-0.14600000000000002
1402,Best,-0.05600000000000005
1403,Dimont,-0.118
1404,ChIPMunk,-0.365
1405,ProBound,-0.02200000000000002
1406,MEME,-0.0050000000000000044
1407,Autoseed,-0.34199999999999997
1408,Homer,-0.0050000000000000044
1409,STREME,-0.0050000000000000044
1410,DimontHTS,-0.0050000000000000044
1411,ExplaiNN,-0.029000000000000026
1412,Best,-0.05900000000000005
1413,Dimont,-0.008000000000000007
1414,ChIPMunk,-0.374
1415,ProBound,-0.359
1416,MEME,-0.010000000000000009
1417,Autoseed,-0.0040000000000000036
1418,Homer,-0.010000000000000009
1419,STREME,-0.010000000000000009
1420,DimontHTS,-0.006000000000000005
1421,ExplaiNN,-0.041000000000000036
1422,Best,-0.22599999999999998
1423,Dimont,-0.013000000000000012
1424,ChIPMunk,-0.381
1425,ProBound,-0.32299999999999995
1426,MEME,-0.017000000000000015
1427,Autoseed,-0.0040000000000000036
1428,Homer,-0.017000000000000015
1429,STREME,-0.016000000000000014
1430,DimontHTS,-0.014000000000000012
1431,ExplaiNN,-0.43799999999999994
1432,Best,-0.18300000000000005
1433,Dimont,-0.31999999999999995
1434,ChIPMunk,-0.0050000000000000044
1435,ProBound,-0.35
1436,MEME,-0.279
1437,Autoseed,-0.010000000000000009
1438,Homer,-0.251
1439,STREME,-0.241
1440,DimontHTS,-0.020000000000000018
1441,ExplaiNN,-0.41500000000000004
1442,Best,-0.08999999999999997
1443,Dimont,-0.30000000000000004
1444,ChIPMunk,-0.007000000000000006
1445,ProBound,-0.362
1446,MEME,-0.28600000000000003
1447,Autoseed,-0.016000000000000014
1448,Homer,-0.261
1449,STREME,-0.248
1450,DimontHTS,-0.32599999999999996
1451,ExplaiNN,-0.42600000000000005
1452,Best,-0.22899999999999998
1453,Dimont,-0.31399999999999995
1454,ChIPMunk,-0.013000000000000012
1455,ProBound,-0.0040000000000000036
1456,MEME,-0.33599999999999997
1457,Autoseed,-0.246
1458,Homer,-0.30600000000000005
1459,STREME,-0.367
1460,DimontHTS,-0.34099999999999997
1461,ExplaiNN,-0.42900000000000005
1462,Best,-0.13
1463,Dimont,-0.31799999999999995
1464,ChIPMunk,-0.020000000000000018
1465,ProBound,-0.0040000000000000036
1466,MEME,-0.346
1467,Autoseed,-0.255
1468,Homer,-0.28300000000000003
1469,STREME,-0.372
1470,DimontHTS,-0.363
1471,ExplaiNN,-0.007000000000000006
1472,Best,-0.16700000000000004
1473,Dimont,-0.0040000000000000036
1474,ChIPMunk,-0.33999999999999997
1475,ProBound,-0.010000000000000009
1476,MEME,-0.30600000000000005
1477,Autoseed,-0.356
1478,Homer,-0.28300000000000003
1479,STREME,-0.32499999999999996
1480,DimontHTS,-0.371
1481,ExplaiNN,-0.008000000000000007
1482,Best,-0.16100000000000003
1483,Dimont,-0.0040000000000000036
1484,ChIPMunk,-0.344
1485,ProBound,-0.017000000000000015
1486,MEME,-0.33699999999999997
1487,Autoseed,-0.362
1488,Homer,-0.29000000000000004
1489,STREME,-0.352
1490,DimontHTS,-0.33499999999999996
1491,ExplaiNN,-0.018000000000000016
1492,Best,-0.399
1493,Dimont,-0.010000000000000009
1494,ChIPMunk,-0.365
1495,ProBound,-0.33099999999999996
1496,MEME,-0.30100000000000005
1497,Autoseed,-0.33199999999999996
1498,Homer,-0.30200000000000005
1499,STREME,-0.31999999999999995
1500,DimontHTS,-0.363
1501,ExplaiNN,-0.025000000000000022
1502,Best,-0.131
1503,Dimont,-0.016000000000000014
1504,ChIPMunk,-0.355
1505,ProBound,-0.34099999999999997
1506,MEME,-0.32199999999999995
1507,Autoseed,-0.362
1508,Homer,-0.33299999999999996
1509,STREME,-0.347
1510,DimontHTS,-0.359
1511,ExplaiNN,-0.30800000000000005
1512,Dimont,-0.22799999999999998
1513,ChIPMunk,-0.32699999999999996
1514,ProBound,-0.364
1515,MEME,-0.273
1516,Autoseed,-0.31799999999999995
1517,Homer,-0.246
1518,STREME,-0.257
1519,DimontHTS,-0.356
1520,ExplaiNN,-0.31699999999999995
1521,Dimont,-0.23399999999999999
1522,ChIPMunk,-0.359
1523,ProBound,-0.376
1524,MEME,-0.17000000000000004
1525,Autoseed,-0.345
1526,Homer,-0.17100000000000004
1527,STREME,-0.17700000000000005
1528,DimontHTS,-0.32099999999999995
1529,ExplaiNN,-0.42300000000000004
1530,Dimont,-0.364
1531,ChIPMunk,-0.30700000000000005
1532,ProBound,-0.32999999999999996
1533,MEME,-0.21099999999999997
1534,Autoseed,-0.251
1535,Homer,-0.22199999999999998
1536,STREME,-0.23199999999999998
1537,DimontHTS,-0.32199999999999995
1538,ExplaiNN,-0.41400000000000003
1539,Dimont,-0.376
1540,ChIPMunk,-0.32199999999999995
1541,ProBound,-0.358
1542,MEME,-0.239
1543,Autoseed,-0.15700000000000003
1544,Homer,-0.22699999999999998
1545,STREME,-0.236
1546,DimontHTS,-0.36
1547,ExplaiNN,-0.394
1548,Dimont,-0.32899999999999996
1549,ChIPMunk,-0.26
1550,ProBound,-0.259
1551,MEME,-0.19899999999999995
1552,Autoseed,-0.19299999999999995
1553,Homer,-0.19799999999999995
1554,STREME,-0.21099999999999997
1555,DimontHTS,-0.31299999999999994
1556,ExplaiNN,-0.391
1557,Dimont,-0.354
1558,ChIPMunk,-0.16700000000000004
1559,ProBound,-0.28900000000000003
1560,MEME,-0.22399999999999998
1561,Autoseed,-0.22499999999999998
1562,Homer,-0.15400000000000003
1563,STREME,-0.09199999999999997
1564,DimontHTS,-0.33299999999999996
1565,ExplaiNN,-0.396
1566,Dimont,-0.267
1567,ChIPMunk,-0.21599999999999997
1568,ProBound,-0.367
1569,MEME,-0.22099999999999997
1570,Autoseed,-0.18699999999999994
1571,Homer,-0.16200000000000003
1572,STREME,-0.10799999999999998
1573,DimontHTS,-0.05500000000000005
1574,ExplaiNN,-0.42200000000000004
1575,Dimont,-0.28800000000000003
1576,ChIPMunk,-0.23099999999999998
1577,ProBound,-0.353
1578,MEME,-0.019000000000000017
1579,Autoseed,-0.345
1580,Homer,-0.008000000000000007
1581,STREME,-0.018000000000000016
1582,DimontHTS,-0.06999999999999995
1583,ExplaiNN,-0.389
1584,Dimont,-0.21399999999999997
1585,ChIPMunk,-0.19699999999999995
1586,ProBound,-0.361
1587,MEME,-0.07599999999999996
1588,Autoseed,-0.348
1589,Homer,-0.04400000000000004
1590,STREME,-0.07099999999999995
1591,DimontHTS,-0.020000000000000018
1592,ExplaiNN,-0.375
1593,Dimont,-0.15000000000000002
1594,ChIPMunk,-0.019000000000000017
1595,ProBound,-0.364
1596,MEME,-0.08799999999999997
1597,Autoseed,-0.010000000000000009
1598,Homer,-0.05600000000000005
1599,STREME,-0.07199999999999995
1600,DimontHTS,-0.025000000000000022
1601,ExplaiNN,-0.41200000000000003
1602,Dimont,-0.19099999999999995
1603,ChIPMunk,-0.06799999999999995
1604,ProBound,-0.366
1605,MEME,-0.04800000000000004
1606,Autoseed,-0.028000000000000025
1607,Homer,-0.020000000000000018
1608,STREME,-0.04800000000000004
1609,DimontHTS,-0.03400000000000003
1610,ExplaiNN,-0.373
1611,Dimont,-0.19399999999999995
1612,ChIPMunk,-0.08499999999999996
1613,ProBound,-0.05500000000000005
1614,MEME,-0.07899999999999996
1615,Autoseed,-0.041000000000000036
1616,Homer,-0.04800000000000004
1617,STREME,-0.07499999999999996
1618,DimontHTS,-0.02100000000000002
1619,ExplaiNN,-0.383
1620,Dimont,-0.17800000000000005
1621,ChIPMunk,-0.03500000000000003
1622,ProBound,-0.06499999999999995
1623,MEME,-0.18300000000000005
1624,Autoseed,-0.018000000000000016
1625,Homer,-0.16200000000000003
1626,STREME,-0.19599999999999995
1627,DimontHTS,-0.029000000000000026
1628,ExplaiNN,-0.125
1629,Dimont,-0.049000000000000044
1630,ChIPMunk,-0.07199999999999995
1631,ProBound,-0.04300000000000004
1632,MEME,-0.19199999999999995
1633,Autoseed,-0.03300000000000003
1634,Homer,-0.15300000000000002
1635,STREME,-0.19099999999999995
1636,DimontHTS,-0.126
1637,ExplaiNN,-0.131
1638,Dimont,-0.05900000000000005
1639,ChIPMunk,-0.09299999999999997
1640,ProBound,-0.09599999999999997
1641,MEME,-0.16200000000000003
1642,Autoseed,-0.31999999999999995
1643,Homer,-0.15300000000000002
1644,STREME,-0.16900000000000004
1645,DimontHTS,-0.14500000000000002
1646,ExplaiNN,-0.02200000000000002
1647,Dimont,-0.01100000000000001
1648,ChIPMunk,-0.26
1649,ProBound,-0.09399999999999997
1650,MEME,-0.18100000000000005
1651,Autoseed,-0.17700000000000005
1652,Homer,-0.14
1653,STREME,-0.17400000000000004
1654,DimontHTS,-0.14900000000000002
1655,ExplaiNN,-0.04400000000000004
1656,Dimont,-0.07599999999999996
1657,ChIPMunk,-0.279
1658,ProBound,-0.06999999999999995
1659,MEME,-0.396
1660,Autoseed,-0.17200000000000004
1661,Homer,-0.377
1662,STREME,-0.39
1663,DimontHTS,-0.124
1664,ExplaiNN,-0.04800000000000004
1665,Dimont,-0.08899999999999997
1666,ChIPMunk,-0.243
1667,ProBound,-0.09699999999999998
1668,MEME,-0.41600000000000004
1669,Autoseed,-0.15100000000000002
1670,Homer,-0.354
1671,STREME,-0.384
1672,DimontHTS,-0.135
1673,ExplaiNN,-0.031000000000000028
1674,Dimont,-0.04600000000000004
1675,ChIPMunk,-0.256
1676,ProBound,-0.42800000000000005
1677,MEME,-0.07699999999999996
1678,Autoseed,-0.15900000000000003
1679,Homer,-0.06099999999999994
1680,STREME,-0.07299999999999995
1681,DimontHTS,-0.399
